Timezone-aware_Timestamp,Variable,Value,Last_Modified_UTC
2024-06-29 00:00:00+00:00,75,-42.6506961752582,2024-06-29 00:00:00+00:00
2024-06-29 00:05:00+00:00,431,0.3346956235323119,2024-06-29 00:00:00+00:00
2024-06-29 00:10:00+00:00,457,-49.06253261494662,2024-06-29 00:00:00+00:00
2024-06-29 00:15:00+00:00,648,-24.77045723234258,2024-06-29 00:00:00+00:00
2024-06-29 00:20:00+00:00,636,-7.081371656874602,2024-06-29 00:00:00+00:00
2024-06-29 00:25:00+00:00,578,-15.741332196886702,2024-06-29 00:00:00+00:00
2024-06-29 00:30:00+00:00,854,-44.00270162541321,2024-06-29 00:00:00+00:00
2024-06-29 00:35:00+00:00,549,26.568128834605147,2024-06-29 00:00:00+00:00
2024-06-29 00:40:00+00:00,892,12.138658436521853,2024-06-29 00:00:00+00:00
2024-06-29 00:45:00+00:00,847,-43.81651724684059,2024-06-29 00:00:00+00:00
2024-06-29 00:50:00+00:00,193,-6.028451595012875,2024-06-29 00:00:00+00:00
2024-06-29 00:55:00+00:00,7,46.38057929290727,2024-06-29 00:00:00+00:00
2024-06-29 01:00:00+00:00,460,-46.20781168043966,2024-06-29 00:00:00+00:00
2024-06-29 01:05:00+00:00,506,-15.49921218628473,2024-06-29 00:00:00+00:00
2024-06-29 01:10:00+00:00,699,9.606689611352458,2024-06-29 00:00:00+00:00
2024-06-29 01:15:00+00:00,733,45.43875160796259,2024-06-29 00:00:00+00:00
2024-06-29 01:20:00+00:00,100,45.62182694277239,2024-06-29 00:00:00+00:00
2024-06-29 01:25:00+00:00,409,-27.6463677340551,2024-06-29 00:00:00+00:00
2024-06-29 01:30:00+00:00,419,-19.103905985979885,2024-06-29 00:00:00+00:00
2024-06-29 01:35:00+00:00,962,-34.07544541919886,2024-06-29 00:00:00+00:00
2024-06-29 01:40:00+00:00,175,47.48302384252637,2024-06-29 00:00:00+00:00
2024-06-29 01:45:00+00:00,644,6.988871315246215,2024-06-29 00:00:00+00:00
2024-06-29 01:50:00+00:00,500,-16.375752357918024,2024-06-29 00:00:00+00:00
2024-06-29 01:55:00+00:00,818,37.980662550050766,2024-06-29 00:00:00+00:00
2024-06-29 02:00:00+00:00,758,24.631881067877515,2024-06-29 00:00:00+00:00
2024-06-29 02:05:00+00:00,821,6.152569932758908,2024-06-29 00:00:00+00:00
2024-06-29 02:10:00+00:00,87,-0.9237356436367392,2024-06-29 00:00:00+00:00
2024-06-29 02:15:00+00:00,500,-10.739853155364486,2024-06-29 00:00:00+00:00
2024-06-29 02:20:00+00:00,909,19.920386650519347,2024-06-29 00:00:00+00:00
2024-06-29 02:25:00+00:00,763,-23.60253359722489,2024-06-29 00:00:00+00:00
2024-06-29 02:30:00+00:00,326,32.169306971943584,2024-06-29 00:00:00+00:00
2024-06-29 02:35:00+00:00,190,37.10830857477914,2024-06-29 00:00:00+00:00
2024-06-29 02:40:00+00:00,11,35.06143312045691,2024-06-29 00:00:00+00:00
2024-06-29 02:45:00+00:00,747,-33.401863922020766,2024-06-29 00:00:00+00:00
2024-06-29 02:50:00+00:00,439,5.088917934454869,2024-06-29 00:00:00+00:00
2024-06-29 02:55:00+00:00,361,-12.940227627902686,2024-06-29 00:00:00+00:00
2024-06-29 03:00:00+00:00,198,-43.67466861333422,2024-06-29 00:00:00+00:00
2024-06-29 03:05:00+00:00,76,9.206733998330243,2024-06-29 00:00:00+00:00
2024-06-29 03:10:00+00:00,360,-49.22053484482066,2024-06-29 00:00:00+00:00
2024-06-29 03:15:00+00:00,318,16.39041700461358,2024-06-29 00:00:00+00:00
2024-06-29 03:20:00+00:00,235,3.4465871742511567,2024-06-29 00:00:00+00:00
